,bank.type,bank.value,website.type,website.value,isin.type,isin.value,viafid.type,viafid.value,bankLabel.xml:lang,bankLabel.type,bankLabel.value,bankDescription.xml:lang,bankDescription.type,bankDescription.value,countryLabel.xml:lang,countryLabel.type,countryLabel.value,gid.type,gid.value,deathyear.datatype,deathyear.type,deathyear.value,bankAltLabel.xml:lang,bankAltLabel.type,bankAltLabel.value,owner.type,owner.value,parent.type,parent.value,permid.type,permid.value,lei.type,lei.value
2553,uri,http://www.wikidata.org/entity/Q5452773,uri,http://www.fcbanking.com/,,,,,en,literal,First Commonwealth Bank,en,literal,financial services corporation serving Western Pennsylvania and Central Ohio,en,literal,United States of America,,,,,,en,literal,FCBanking,,,,,literal,4295909876,literal,VN1JLT1F3FLLVN3FZG89
2554,uri,http://www.wikidata.org/entity/Q298848,uri,http://www.atebank.gr/ENGLISH/,,,literal,124339529,en,literal,ATEbank,en,literal,Greek bank,en,literal,Greece,,,,,,en,literal,"Agricultural Bank of Greece, ATE Bank",,,,,,,,
2555,uri,http://www.wikidata.org/entity/Q1411810,uri,https://www.53.com/,literal,US3167731005,literal,144689621,en,literal,Fifth Third Bank,en,literal,banking company located in the United States,en,literal,United States of America,,,,,,en,literal,5/3 Bank,,,,,literal,5037621464,literal,THRNG6BD57P9QWTQLG42
2556,uri,http://www.wikidata.org/entity/Q5453817,uri,http://www.1ststatebank.com/,,,,,en,literal,First State Bank,en,literal,community bank located in Nebraska,en,literal,United States of America,,,,,,,,,,,,,,,,
2557,uri,http://www.wikidata.org/entity/Q5453009,uri,http://www.bankatfirst.com/,,,,,en,literal,First Financial Bank,en,literal,"regional bank headquartered in Cincinnati, Ohio",en,literal,United States of America,,,,,,,,,,,,,,,,
2558,uri,http://www.wikidata.org/entity/Q5454270,uri,https://web.archive.org/web/20010204070200/http://firstar.com,,,literal,155219389,en,literal,Firstar Corporation,en,literal,defunct American financial services company,en,literal,United States of America,,,,,,,,,,,,,,,,
2559,uri,http://www.wikidata.org/entity/Q14704851,,,,,,,en,literal,"Farmers State Bank (Adams, Nebraska)",en,literal,listed on the NRHP in Nebraska,en,literal,United States of America,,,,,,,,,,,,,,,,
2560,uri,http://www.wikidata.org/entity/Q5453444,uri,http://www.firstnebraskabank.com/,,,,,en,literal,First Nebraska Bank,it,literal,banca statunitense,en,literal,United States of America,,,,,,,,,,,,,,,,
2561,uri,http://www.wikidata.org/entity/Q5453405,,,,,,,en,literal,First National Bank of Hood River,,,,en,literal,United States of America,,,,,,,,,,,,,,,,
2562,uri,http://www.wikidata.org/entity/Q4077337,uri,http://www.bancorepublica.com.uy/,,,,,en,literal,Bank of the Oriental Republic of Uruguay,en,literal,state-owned bank located in Uruguay,en,literal,Uruguay,,,,,,en,literal,Banco de la Republica Oriental del Uruguay,uri,http://www.wikidata.org/entity/Q77,,,,,,
2563,uri,http://www.wikidata.org/entity/Q5452733,uri,http://www.firstcitizens.com/,,,literal,147023443,en,literal,First Citizens BancShares,en,literal,American bank holding company,en,literal,United States of America,,,,,,,,,,,,,,,,
2564,uri,http://www.wikidata.org/entity/Q5453753,,,,,,,en,literal,First Republic Bank Corporation,en,literal,Former bank,en,literal,United States of America,,,,,,,,,,,,,,,,
2565,uri,http://www.wikidata.org/entity/Q5453401,,,,,,,en,literal,First National Bank of Charlotte,it,literal,banca statunitense,en,literal,United States of America,,,,,,,,,,,,,,,,
2566,uri,http://www.wikidata.org/entity/Q5600185,uri,https://www.greatwesternbank.com/,,,,,en,literal,Great Western Bank,en,literal,regional bank based in South Dakota,en,literal,United States of America,,,,,,,,,,,,,,,,
2567,uri,http://www.wikidata.org/entity/Q5453331,uri,http://www.firstmidwest.com/,,,,,en,literal,First Midwest Bank,en,literal,American banking company,en,literal,United States of America,,,,,,,,,,,,,literal,5000130071,literal,KV8W1JTB8FZ821S5ED75
2568,uri,http://www.wikidata.org/entity/Q5465044,uri,http://www.fonkoze.org/,,,,,en,literal,Fonkoze,en,literal,non-profit organization in the USA,en,literal,United States of America,,,,,,,,,,,,,,,,
2569,uri,http://www.wikidata.org/entity/Q5506152,uri,https://www.frostbank.com/,,,,,en,literal,Frost Bank,en,literal,Texas-chartered bank based in San Antonio,en,literal,United States of America,literal,/g/11bycz7yn4,,,,en,literal,"Cullen/Frost, Cullen/Frost Bankers",,,,,literal,4296505400,literal,G5AHTAP80NWA3Q8RDC78
2570,uri,http://www.wikidata.org/entity/Q1740314,uri,http://www.key.com/,literal,US4932671088,,,en,literal,KeyBank,en,literal,"American regional bank headquartered in Cleveland, Ohio",en,literal,United States of America,,,,,,fr,literal,KeyCorp,,,,,,,literal,RKPI3RZGV1V1FJTH5T61
2571,uri,http://www.wikidata.org/entity/Q2881919,uri,https://www.bankofthewest.com/,,,,,en,literal,Bank of the West,en,literal,financial services holding company,en,literal,United States of America,,,,,,en,literal,BancWest,uri,http://www.wikidata.org/entity/Q499707,uri,http://www.wikidata.org/entity/Q499707,literal,5000659676,literal,QOT5WN9RBKQTFRVKEV31
2572,uri,http://www.wikidata.org/entity/Q12301338,,,,,,,,literal,Q12301338,,,,en,literal,Denmark,,,http://www.w3.org/2001/XMLSchema#integer,literal,1990,,,,,,,,,,,
2573,uri,http://www.wikidata.org/entity/Q12302859,,,,,,,,literal,Q12302859,,,,en,literal,Denmark,,,http://www.w3.org/2001/XMLSchema#integer,literal,2008,,,,,,,,,,,
2574,uri,http://www.wikidata.org/entity/Q5886178,uri,https://www.ficohsa.com/,,,,,en,literal,Ficohsa,,,,en,literal,Honduras,literal,/g/1hb_h36ls,,,,es,literal,Grupo Financiero FICOHSA,,,,,,,,
2575,uri,http://www.wikidata.org/entity/Q5919574,,,,,,,es,literal,Inverunión,,,,en,literal,Venezuela,literal,/g/121dchn6,,,,es,literal,Inverunion,,,,,,,,
2576,uri,http://www.wikidata.org/entity/Q70086194,,,,,,,en,literal,Bank Of Maharashtra Koregaon Bhima Branch branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2577,uri,http://www.wikidata.org/entity/Q70086260,,,,,,,en,literal,Bank Of Maharashtra Bhoma branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2578,uri,http://www.wikidata.org/entity/Q70086284,,,,,,,en,literal,Bank Of Maharashtra Talegaon Sp branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2579,uri,http://www.wikidata.org/entity/Q70086336,,,,,,,en,literal,Bank Of Maharashtra Tuljapur-bhavani Road branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2580,uri,http://www.wikidata.org/entity/Q70086365,,,,,,,en,literal,Bank Of Maharashtra Satgaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2581,uri,http://www.wikidata.org/entity/Q70086391,,,,,,,en,literal,Bank Of Maharashtra Gangakhed branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2582,uri,http://www.wikidata.org/entity/Q5728123,uri,https://www.bicentenariobu.com,,,,,en,literal,Banco Bicentenario,en,literal,public bank in Venezuela,en,literal,Venezuela,,,,,,,,,,,,,,,,
2583,uri,http://www.wikidata.org/entity/Q70088819,,,,,,,en,literal,Bank Of Maharashtra Naranpura branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2584,uri,http://www.wikidata.org/entity/Q70088855,,,,,,,en,literal,Bank Of Maharashtra Jahira branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2585,uri,http://www.wikidata.org/entity/Q70088877,,,,,,,en,literal,Bank Of Maharashtra Alkapuri Baroda branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2586,uri,http://www.wikidata.org/entity/Q70088873,,,,,,,en,literal,Bank Of Maharashtra Vapi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2587,uri,http://www.wikidata.org/entity/Q70088881,,,,,,,en,literal,Bank Of Maharashtra Citylight Surat branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2588,uri,http://www.wikidata.org/entity/Q5863579,uri,http://www.fna.gov.co,,,,,en,literal,Fondo Nacional del Ahorro,es,literal,banco colombiano para administrar las cesantías de los empleados públicos y trabajadores oficiales.,en,literal,Colombia,literal,/g/112yfc45p,,,,es,literal,FNA,,,uri,http://www.wikidata.org/entity/Q2842156,,,,
2589,uri,http://www.wikidata.org/entity/Q5721399,,,,,,,,literal,Q5721399,,,,en,literal,Iran,literal,/g/1hg08xkt9,,,,,,,,,,,,,,
2590,uri,http://www.wikidata.org/entity/Q5872257,,,,,,,,literal,Q5872257,,,,en,literal,Iran,literal,/g/1229c7d8,,,,,,,,,,,,,,
2591,uri,http://www.wikidata.org/entity/Q70086209,,,,,,,en,literal,Bank Of Maharashtra Achler branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2592,uri,http://www.wikidata.org/entity/Q70086216,,,,,,,en,literal,Bank Of Maharashtra Koyananagar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2593,uri,http://www.wikidata.org/entity/Q70086252,,,,,,,en,literal,Bank Of Maharashtra Janwal branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2594,uri,http://www.wikidata.org/entity/Q70086296,,,,,,,en,literal,Bank Of Maharashtra Lakhamapur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2595,uri,http://www.wikidata.org/entity/Q70086303,,,,,,,en,literal,Bank Of Maharashtra Bhira branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2596,uri,http://www.wikidata.org/entity/Q70086308,,,,,,,en,literal,Bank Of Maharashtra Kutasa branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2597,uri,http://www.wikidata.org/entity/Q70086340,,,,,,,en,literal,Bank Of Maharashtra Talegaon Dhamdhere branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2598,uri,http://www.wikidata.org/entity/Q70086353,,,,,,,en,literal,Bank Of Maharashtra Kadgaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2599,uri,http://www.wikidata.org/entity/Q5934423,uri,https://www.izbank.ir/,,,,,en,literal,Iran Zamin Bank,en,literal,Iranian land bank,en,literal,Iran,literal,/g/1hb_fvpyt,,,,,,,,,,,,,,
2600,uri,http://www.wikidata.org/entity/Q70086343,,,,,,,en,literal,Bank Of Maharashtra Gondegaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2601,uri,http://www.wikidata.org/entity/Q70086351,,,,,,,en,literal,Bank Of Maharashtra Sadoba Saoli branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2602,uri,http://www.wikidata.org/entity/Q70086361,,,,,,,en,literal,Bank Of Maharashtra Undale branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2603,uri,http://www.wikidata.org/entity/Q70086371,,,,,,,en,literal,"Bank Of Maharashtra Tt Nagar, Bhopal branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2604,uri,http://www.wikidata.org/entity/Q70086403,,,,,,,en,literal,Bank Of Maharashtra Ajang Vadel branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2605,uri,http://www.wikidata.org/entity/Q70088835,,,,,,,en,literal,Bank Of Maharashtra Sikandara Agra branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2606,uri,http://www.wikidata.org/entity/Q70088857,,,,,,,en,literal,Bank Of Maharashtra Mau Mohanlalganj branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2607,uri,http://www.wikidata.org/entity/Q70088865,,,,,,,en,literal,Bank Of Maharashtra Ambattur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2608,uri,http://www.wikidata.org/entity/Q70088891,,,,,,,en,literal,Bank Of Maharashtra Bhuj branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2609,uri,http://www.wikidata.org/entity/Q70088830,,,,,,,en,literal,Bank Of Maharashtra Surendranagar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2610,uri,http://www.wikidata.org/entity/Q70088863,,,,,,,en,literal,Bank Of Maharashtra Canacona branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2611,uri,http://www.wikidata.org/entity/Q70088860,,,,,,,en,literal,Bank Of Maharashtra Ganeshguri branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2612,uri,http://www.wikidata.org/entity/Q70088887,,,,,,,en,literal,Bank Of Maharashtra Madhapar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2613,uri,http://www.wikidata.org/entity/Q70086229,,,,,,,en,literal,Bank Of Maharashtra Kalmeshwar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2614,uri,http://www.wikidata.org/entity/Q70086238,,,,,,,en,literal,Bank Of Maharashtra Waifale branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2615,uri,http://www.wikidata.org/entity/Q70086291,,,,,,,en,literal,Bank Of Maharashtra Chaul branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2616,uri,http://www.wikidata.org/entity/Q70086347,,,,,,,en,literal,Bank Of Maharashtra Kunda branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2617,uri,http://www.wikidata.org/entity/Q70086357,,,,,,,en,literal,"Bank Of Maharashtra Modelcolony, Pune branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2618,uri,http://www.wikidata.org/entity/Q70086379,,,,,,,en,literal,Bank Of Maharashtra Chandol branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2619,uri,http://www.wikidata.org/entity/Q70088822,,,,,,,en,literal,Bank Of Maharashtra Satellite branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2620,uri,http://www.wikidata.org/entity/Q70088832,,,,,,,en,literal,Bank Of Maharashtra Pusad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2621,uri,http://www.wikidata.org/entity/Q70088853,,,,,,,en,literal,Bank Of Maharashtra Vaishali Ghaziabad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2622,uri,http://www.wikidata.org/entity/Q70088883,,,,,,,en,literal,Bank Of Maharashtra Pithampur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2623,uri,http://www.wikidata.org/entity/Q12302677,,,,,,,it,literal,BG Bank,,,,en,literal,Denmark,,,,,,,,,,,,,,,,
2624,uri,http://www.wikidata.org/entity/Q5940893,,,,,,,,literal,Q5940893,,,,en,literal,Iran,literal,/g/121p16mr,,,,,,,,,,,,,,
2625,uri,http://www.wikidata.org/entity/Q5862675,uri,https://www.ansarbank.com,,,,,en,literal,Ansar Bank,en,literal,Iranian government owned bank,en,literal,Iran,literal,/g/120l2rtj,,,,,,,,,,,,,,
2626,uri,http://www.wikidata.org/entity/Q70086207,,,,,,,en,literal,Bank Of Maharashtra Hadolti branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2627,uri,http://www.wikidata.org/entity/Q70086266,,,,,,,en,literal,Bank Of Maharashtra Nanduri branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2628,uri,http://www.wikidata.org/entity/Q70086275,,,,,,,en,literal,Bank Of Maharashtra Mahuli Jahagir branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2629,uri,http://www.wikidata.org/entity/Q70086324,,,,,,,en,literal,Bank Of Maharashtra Pargaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2630,uri,http://www.wikidata.org/entity/Q70086378,,,,,,,en,literal,Bank Of Maharashtra Navrangpura Ahmedabad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2631,uri,http://www.wikidata.org/entity/Q70086387,,,,,,,en,literal,Bank Of Maharashtra Todalbagi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2632,uri,http://www.wikidata.org/entity/Q70086407,,,,,,,en,literal,Bank Of Maharashtra Kadawal branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2633,uri,http://www.wikidata.org/entity/Q70086409,,,,,,,en,literal,Bank Of Maharashtra Chandikapur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2634,uri,http://www.wikidata.org/entity/Q12308764,uri,https://www.djurslandsbank.dk/,literal,DK0060136273,,,en,literal,Djurslands Bank,,,,en,literal,Denmark,,,,,,en,literal,Djurslands Bank A/S,,,,,,,,
2635,uri,http://www.wikidata.org/entity/Q70088826,,,,,,,en,literal,Bank Of Maharashtra Vastrapur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2636,uri,http://www.wikidata.org/entity/Q70088828,,,,,,,en,literal,Bank Of Maharashtra Sanand branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2637,uri,http://www.wikidata.org/entity/Q70088834,,,,,,,en,literal,Bank Of Maharashtra Pedne branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2638,uri,http://www.wikidata.org/entity/Q70088839,,,,,,,en,literal,Bank Of Maharashtra Hosur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2639,uri,http://www.wikidata.org/entity/Q70088845,,,,,,,en,literal,Bank Of Maharashtra Sendurwafa branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2640,uri,http://www.wikidata.org/entity/Q70088880,,,,,,,en,literal,Bank Of Maharashtra Bharuch branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2641,uri,http://www.wikidata.org/entity/Q70088895,,,,,,,en,literal,Bank Of Maharashtra Vadnagar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2642,uri,http://www.wikidata.org/entity/Q70088903,,,,,,,en,literal,Bank Of Maharashtra Zari-jamani branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2643,uri,http://www.wikidata.org/entity/Q70086247,,,,,,,en,literal,Bank Of Maharashtra Porla branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2644,uri,http://www.wikidata.org/entity/Q70086257,,,,,,,en,literal,Bank Of Maharashtra Narkhed branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2645,uri,http://www.wikidata.org/entity/Q70086389,,,,,,,en,literal,Bank Of Maharashtra Kelzar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2646,uri,http://www.wikidata.org/entity/Q70086395,,,,,,,en,literal,"Bank Of Maharashtra Mulund East, Mumbai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2647,uri,http://www.wikidata.org/entity/Q70088900,,,,,,,en,literal,Bank Of Maharashtra Kadi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2648,uri,http://www.wikidata.org/entity/Q70088909,,,,,,,en,literal,Bank Of Maharashtra Asangaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2649,uri,http://www.wikidata.org/entity/Q70086243,,,,,,,en,literal,Bank Of Maharashtra Pathari branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2650,uri,http://www.wikidata.org/entity/Q70086300,,,,,,,en,literal,Bank Of Maharashtra Rithad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2651,uri,http://www.wikidata.org/entity/Q70086313,,,,,,,en,literal,Bank Of Maharashtra Vadgaon Rasai branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2652,uri,http://www.wikidata.org/entity/Q70086317,,,,,,,en,literal,Bank Of Maharashtra Sagve branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2653,uri,http://www.wikidata.org/entity/Q70086382,,,,,,,en,literal,"Bank Of Maharashtra Ganeshnagar, Pune branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2654,uri,http://www.wikidata.org/entity/Q70088851,,,,,,,en,literal,Bank Of Maharashtra Ongole branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2655,uri,http://www.wikidata.org/entity/Q12308552,,,,,,,,literal,Q12308552,,,,en,literal,Denmark,,,,,,,,,,,,,,,,
2656,uri,http://www.wikidata.org/entity/Q70086198,,,,,,,en,literal,Bank Of Maharashtra Kurum branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2657,uri,http://www.wikidata.org/entity/Q70086200,,,,,,,en,literal,Bank Of Maharashtra Assadullabad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2658,uri,http://www.wikidata.org/entity/Q70086196,,,,,,,en,literal,Bank Of Maharashtra Tamalwadi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2659,uri,http://www.wikidata.org/entity/Q70086204,,,,,,,en,literal,Bank Of Maharashtra Budbuda branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2660,uri,http://www.wikidata.org/entity/Q70086385,,,,,,,en,literal,Bank Of Maharashtra Panaj branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2661,uri,http://www.wikidata.org/entity/Q70088847,,,,,,,en,literal,Bank Of Maharashtra Eluru branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2662,uri,http://www.wikidata.org/entity/Q70088885,,,,,,,en,literal,Bank Of Maharashtra S V Road -rajkot branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2663,uri,http://www.wikidata.org/entity/Q70088907,,,,,,,en,literal,Bank Of Maharashtra Mulchera branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
2664,uri,http://www.wikidata.org/entity/Q5931445,,,,,,,,literal,Q5931445,,,,en,literal,Iran,literal,/g/121vx955,,,,,,,,,,,,,,
2665,uri,http://www.wikidata.org/entity/Q12302955,uri,https://www.basisbank.dk/,,,,,en,literal,Basisbank,,,,en,literal,Denmark,,,,,,,,,,,,,,,,
2666,uri,http://www.wikidata.org/entity/Q2105853,,,,,literal,127853879,en,literal,PK-Banken,en,literal,Swedish bank,en,literal,Sweden,literal,/g/1230v1vq,http://www.w3.org/2001/XMLSchema#integer,literal,1990,de,literal,PK-Banken,,,,,,,,
